city+country,Value,wmo,lat,long,place,db_max,wb_max,city,country
mishan+china,438277.0,,,,,,,,
ningan+china,437328.0,,,,,,,,
chengde+china,437251.0,544230,40.967,117.917,"CHENGDE, CHINA",40.4,27.5,chengde,china
barcelona-puerto la cruz+venezuela,435940.0,,,,,,,,
hailin+china,435677.0,,,,,,,,
davanagere+india,434971.0,,,,,,,,
st. catharines-niagara+canada,434927.0,,,,,,,,
masan+south korea,434371.0,,,,,,,,
petare+venezuela,434320.0,,,,,,,,
andizhan+uzbekistan,433901.0,,,,,,,,
tieling+china,433799.0,,,,,,,,
cape town+south africa,433688.0,688160,-33.965,18.602,"CAPE TOWN INTL, SOUTH AFRICA",38.6,24.8,cape town,south africa
kaili+china,433236.0,,,,,,,,
ogbomosho+nigeria,433030.0,,,,,,,,
shifang+china,432579.0,,,,,,,,
ghilizane+algeria,432386.0,,,,,,,,
machida+japan,432348.0,,,,,,,,
yanji+china,432339.0,542920,42.883,129.500,"YANJI, CHINA",36.6,27.2,yanji,china
kaliningrad+russian federation,431902.0,,,,,,,,
bratislava+slovakia,431214.0,,,,,,,,
bryansk+russian federation,430987.0,268980,53.214,34.176,"BRYANSK, RUSSIAN FEDERATION",35.5,24.5,bryansk,russian federation
zanjan+iran,430871.0,407290,36.774,48.359,"ZANJAN, IRAN, ISLAMIC REPUBLIC OF",39.8,23.3,zanjan,iran
khamis mushayt+saudi arabia,430828.0,,,,,,,,
tallinn+estonia,430805.0,260380,59.413,24.833,"TALLINN, ESTONIA",33.7,24.1,tallinn,estonia
nanded+india,430733.0,,,,,,,,
da'an+china,430512.0,,,,,,,,
worcester+u.s.,429882.0,,,,,,,,
nagasaki+japan,429508.0,478170,32.733,129.867,"NAGASAKI, JAPAN",37.0,28.2,nagasaki,japan
lugansk+ukraine,429077.0,,,,,,,,
kalasin+thailand,428940.0,,,,,,,,
montpellier+france,428909.0,,,,,,,,
cuzco+peru,428450.0,,,,,,,,
pereira+colombia,428397.0,,,,,,,,
aktobe+kazakhstan,428024.0,352290,50.246,57.207,"AKTOBE INTL, KAZAKHSTAN",40.8,23.7,aktobe,kazakhstan
wuhai+china,427553.0,,,,,,,,
sibiu+romania,425906.0,152600,45.786,24.091,"SIBIU, ROMANIA",37.8,25.2,sibiu,romania
akola+india,425817.0,,,,,,,,
antofagasta+chile,425725.0,,,,,,,,
irapuato+mexico,425591.9821,,,,,,,,
jinhua+china,424859.0,,,,,,,,
matola+mozambique,424662.0,,,,,,,,
lausanne+switzerland,424622.0,,,,,,,,
rajpur sonarpur+india,424368.0,,,,,,,,
fujisawa+japan,423894.0,,,,,,,,
lechang+china,423444.0,,,,,,,,
emeishan+china,423070.0,,,,,,,,
bordj bou arreridj+algeria,422986.0,,,,,,,,
tanta+egypt,422854.0,,,,,,,,
hengshui+china,422761.0,,,,,,,,
toyota+japan,422542.0,,,,,,,,
fangchenggang+china,422514.0,,,,,,,,
wichita+u.s.,422301.0,,,,,,,,
hpa-an+myanmar,421575.0,,,,,,,,
sialkote+pakistan,421502.0,,,,,,,,
nuevo laredo+mexico,421295.0,,,,,,,,
yongji+china,421244.0,,,,,,,,
canberra+australia,420960.0,949260,-35.307,149.195,"CANBERRA, AUSTRALIA",40.8,28.9,canberra,australia
takamatsu+japan,420748.0,478910,34.317,134.050,"TAKAMATSU, JAPAN",37.9,28.1,takamatsu,japan
fujin+china,420579.0,507880,47.233,131.983,"FUJIN, CHINA",37.4,26.8,fujin,china
oakland+u.s.,420005.0,724930,37.721,-122.221,"OAKLAND INTL, CA, USA",37.9,23.1,oakland,u.s.
berne+switzerland,419983.0,,,,,,,,
knoxville+u.s.,419830.0,,,,,,,,
caxias do sul+brazil,419406.0,,,,,,,,
santos+brazil,419086.0,,,,,,,,
maracay+venezuela,419052.0,,,,,,,,
campos dos goytacazes+brazil,418725.0,,,,,,,,
toyama+japan,418686.0,476070,36.717,137.200,"TOYAMA, JAPAN",38.7,28.9,toyama,japan
kirkuk+iraq,418624.0,,,,,,,,
wellington+new zealand,418500.0,934360,-41.327,174.805,"WELLINGTON INTL, NEW ZEALAND",28.4,22.4,wellington,new zealand
tirana+albania,418495.0,,,,,,,,
cheonan+south korea,417835.0,,,,,,,,
mauá+brazil,417064.0,,,,,,,,
pasay+philippines,416522.0,,,,,,,,
kursk+russian federation,415159.0,340090,51.767,36.167,"KURSK, RUSSIAN FEDERATION",37.6,24.6,kursk,russian federation
bokaro steel city+india,414820.0,,,,,,,,
kota kinabalu+malaysia,414388.0,964710,5.937,116.051,"KOTA KINABALU INTL, MALAYSIA",36.6,31.7,kota kinabalu,malaysia
santa marta+colombia,414387.0,,,,,,,,
resistencia+argentina,414226.4641,871550,-27.450,-59.056,"RESISTENCIA INTL, ARGENTINA",42.8,30.1,resistencia,argentina
xiaoyi+china,414154.0,,,,,,,,
kashiwa+japan,413954.0,,,,,,,,
oshawa+canada,413936.0,,,,,,,,
sanandaj+iran,412767.0,407470,35.247,47.009,"SANANDAJ INTL, IRAN, ISLAMIC REPUBLIC OF",42.0,20.9,sanandaj,iran
córdoba+spain,412759.0,,,,,,,,
vila velha+brazil,412575.0,,,,,,,,
ubon ratchathani+thailand,411954.0,484070,15.251,104.870,"UBON RATCHATHANI, THAILAND",40.9,30.5,ubon ratchathani,thailand
angeles+philippines,411634.0,,,,,,,,
surat thani+thailand,410984.0,485510,9.133,99.136,"SURAT THANI, THAILAND",39.7,32.1,surat thani,thailand
kaolack+senegal,410577.0,616790,14.147,-16.051,"KAOLACK, SENEGAL",45.7,32.8,kaolack,senegal
manado+indonesia,410481.0,,,,,,,,
bellary+india,410445.0,,,,,,,,
sihui+china,409804.0,,,,,,,,
shanwei+china,409677.0,595010,22.783,115.367,"SHANWEI, CHINA",36.1,29.4,shanwei,china
lianzhou+china,409360.0,590720,24.800,112.367,"LIANZHOU, CHINA",39.7,29.3,lianzhou,china
zhalantun+china,409051.0,,,,,,,,
yuxi+china,409044.0,,,,,,,,
stavropol+russian federation,408560.0,349490,45.109,42.113,"STAVROPOL INTL, RUSSIAN FEDERATION",39.4,25.1,stavropol,russian federation
bahawalpur+pakistan,408395.0,,,,,,,,
ivanovo+russian federation,408330.0,,,,,,,,
lapu-lapu+philippines,408112.0,,,,,,,,
magnitogorsk+russian federation,407775.0,288380,53.350,59.083,"MAGNITOGORSK, RUSSIAN FEDERATION",37.9,24.4,magnitogorsk,russian federation
enugu+nigeria,407756.0,,,,,,,,
ciudad bolívar+venezuela,407452.0,,,,,,,,
ashkhabad+turkmenistan,407000.0,,,,,,,,
general san martín+argentina,406809.0,,,,,,,,
gifu+japan,406735.0,476320,35.400,136.767,"GIFU, JAPAN",39.4,28.1,gifu,japan
yokosuka+japan,406586.0,476960,35.283,139.667,"YOKOSUKA, JAPAN",41.5,30.9,yokosuka,japan
serra+brazil,406411.0,,,,,,,,
basra+iraq,406296.0,,,,,,,,
huangshan+china,406200.0,,,,,,,,
yakeshi+china,405806.0,,,,,,,,
heshan+china,405779.0,,,,,,,,
pietermaritzburg+south africa,405385.0,,,,,,,,
florianópolis+brazil,405189.0,,,,,,,,
christchurch+new zealand,404600.0,937810,-43.483,172.517,"CHRISTCHURCH AP AWS, NEW ZEALAND",35.0,21.7,christchurch,new zealand
shuangliao+china,404499.0,,,,,,,,
ulan-ude+russian federation,404426.0,308230,51.808,107.438,"ULAN-UDE, RUSSIAN FEDERATION",39.1,23.9,ulan-ude,russian federation
tongchuan+china,404257.0,,,,,,,,
hirakata+japan,404152.0,,,,,,,,
yan'an+china,403868.0,,,,,,,,
tver+russian federation,403606.0,274020,56.883,35.867,"TVER, RUSSIAN FEDERATION",36.0,25.7,tver,russian federation
south dum dum+india,403316.0,,,,,,,,
rajarhat gopalpur+india,402844.0,,,,,,,,
mataram+indonesia,402843.0,,,,,,,,
qazvin+iran,402748.0,407310,36.240,50.047,"QAZVIN, IRAN, ISLAMIC REPUBLIC OF",43.2,23.6,qazvin,iran
santiago del estero-la banda+argentina,402436.1439,,,,,,,,
la florida+chile,402433.0,854880,-29.916,-71.200,"LA FLORIDA AP, CHILE",27.2,20.0,la florida,chile
victoria+canada,402271.0,717990,48.650,-123.430,"VICTORIA INTL, BC, CANADA",35.0,21.5,victoria,canada
syracuse+u.s.,402267.0,,,,,,,,
miyazaki+japan,401138.0,478300,31.933,131.417,"MIYAZAKI, JAPAN",37.7,28.4,miyazaki,japan
szczecin+poland,400947.0,122050,53.400,14.617,"SZCZECIN, POLAND",37.1,27.8,szczecin,poland
ningde+china,400293.0,,,,,,,,
bhagalpur+india,400146.0,,,,,,,,
minatitlán+mexico,400058.0,,,,,,,,
agartala+india,400004.0,427240,23.887,91.240,"AGARTALA, INDIA",38.5,30.5,agartala,india
colima-villa de álvarez+mexico,399105.0,,,,,,,,
zacatecas-guadalupe+mexico,399055.0,,,,,,,,
ruichang+china,398844.0,,,,,,,,
loudi+china,398577.0,,,,,,,,
soacha+colombia,398295.0,,,,,,,,
luquan+china,397449.0,,,,,,,,
beira+mozambique,397368.0,,,,,,,,
bakersfield+u.s.,396125.0,,,,,,,,
monclova-frontera+mexico,395676.0,,,,,,,,
toyonaka+japan,395479.0,,,,,,,,
san juan+puerto rico,395326.0,,,,,,,,
arlington+u.s.,392772.0,722479,32.664,-97.094,"ARLINGTON MUNICIPAL, TX, USA",43.7,27.2,arlington,u.s.
muzaffarnagar+india,392768.0,,,,,,,,
porto velho+brazil,392475.0,828240,-8.709,-63.902,"PORTO VELHO INTL, BRAZIL",39.3,32.4,porto velho,brazil
jijel+algeria,391096.0,,,,,,,,
villa nueva+guatemala,390329.0,,,,,,,,
bologna+italy,389948.5,161400,44.535,11.289,"BOLOGNA, ITALY",39.5,27.5,bologna,italy
barinas+venezuela,389578.0,,,,,,,,
calamba+philippines,389377.0,,,,,,,,
assyût+egypt,389307.0,,,,,,,,
hami+china,388714.0,522030,42.817,93.517,"HAMI, CHINA",42.0,27.3,hami,china
yogyakarta+indonesia,388627.0,,,,,,,,
kisumu+kenya,388311.0,637080,-0.086,34.729,"KISUMU, KENYA",37.7,28.8,kisumu,kenya
bissau+guinea-bissau,387909.0,,,,,,,,
changji+china,387169.0,,,,,,,,
fenyang+china,387046.0,,,,,,,,
hancheng+china,387041.0,,,,,,,,
coatzacoalcos+mexico,386847.0,,,,,,,,
mandaluyong+philippines,386276.0,,,,,,,,
diadema+brazil,386089.0,,,,,,,,
bhatpara+india,386019.0,,,,,,,,
brno+czechia,385913.0,,,,,,,,
yidu+china,385779.0,,,,,,,,
dazhou+china,384525.0,,,,,,,,
kuantan+malaysia,384343.0,486570,3.775,103.209,"KUANTAN, MALAYSIA",38.0,30.6,kuantan,malaysia
tapachula de cordova y ordoñez+mexico,384312.0,,,,,,,,
kakinada+india,384182.0,431890,16.950,82.233,"KAKINADA, INDIA",47.3,32.8,kakinada,india
villavicencio+colombia,384131.0,,,,,,,,
pasto+colombia,383846.0,,,,,,,,
bournemouth+united kingdom,383713.0,038620,50.780,-1.843,"BOURNEMOUTH, UNITED KINGDOM",33.0,23.7,bournemouth,united kingdom
sao josé do rio prêto+brazil,383490.0,,,,,,,,
latur+india,382940.0,,,,,,,,
kuerle+china,381943.0,,,,,,,,
ningguo+china,381842.0,,,,,,,,
taunggyi+myanmar,381639.0,,,,,,,,
sevastopol+ukraine,381474.0,,,,,,,,
mogilev+belarus,381353.0,268630,53.950,30.067,"MOGILEV, BELARUS",35.4,25.4,mogilev,belarus
montería+colombia,381284.0,,,,,,,,
macapá+brazil,381091.0,,,,,,,,
okazaki+japan,381051.0,,,,,,,,
wuzhou+china,381043.0,592650,23.483,111.300,"WUZHOU, CHINA",38.4,31.2,wuzhou,china
ichinomiya+japan,380868.0,,,,,,,,
makijivka+ukraine,380789.0,,,,,,,,
corrientes+argentina,379978.4447,871660,-27.446,-58.762,"CORRIENTES INTL, ARGENTINA",41.8,29.9,corrientes,argentina
firenze+italy,379893.5,,,,,,,,
vereeniging+south africa,379638.0,,,,,,,,
anguo+china,378830.0,,,,,,,,
abuja+nigeria,378671.0,,,,,,,,
vitebsk+belarus,377932.0,266660,55.127,30.350,"VITEBSK, BELARUS",35.6,24.1,vitebsk,belarus
iquitos+peru,377609.0,843770,-3.785,-73.309,"IQUITOS INTL, PERU",37.3,30.5,iquitos,peru
nagano+japan,377598.0,476100,36.667,138.200,"NAGANO, JAPAN",37.3,26.8,nagano,japan
panihati+india,377347.0,,,,,,,,
rajahmundry+india,376333.0,,,,,,,,
buri ram+thailand,375999.0,,,,,,,,
manukau+new zealand,375700.0,,,,,,,,
dhule+india,375559.0,,,,,,,,
betim+brazil,375331.0,,,,,,,,
toyohashi+japan,374765.0,,,,,,,,
suita+japan,374468.0,,,,,,,,
seremban+malaysia,374440.0,,,,,,,,
rohtak+india,374292.0,,,,,,,,
valladolid+spain,374085.0,081410,41.633,-4.750,"VALLADOLID, SPAIN",39.1,25.1,valladolid,spain
jizhou+china,373825.0,,,,,,,,
huanggang+china,373568.0,,,,,,,,
khoramabad+iran,373416.0,,,,,,,,
xuchang+china,373387.0,,,,,,,,
saint-étienne+france,373130.0,,,,,,,,
bello+colombia,373013.0,,,,,,,,
jiexiu+china,372993.0,538630,37.033,111.917,"JIEXIU, CHINA",39.0,27.1,jiexiu,china
nanxiong+china,372844.0,,,,,,,,
lampang+thailand,372463.0,483280,18.271,99.504,"LAMPANG, THAILAND",42.8,32.2,lampang,thailand
bouira+algeria,372196.0,,,,,,,,
monywa+myanmar,372095.0,,,,,,,,
posadas+argentina,371895.94200000004,871780,-27.386,-55.971,"POSADAS INTL, ARGENTINA",39.8,29.2,posadas,argentina
laghouat+algeria,371204.0,,,,,,,,
grodno+belarus,370919.0,268250,53.600,24.050,"GRODNO, BELARUS",35.5,25.6,grodno,belarus
takasaki+japan,370884.0,,,,,,,,
des moines+u.s.,370505.0,725460,41.534,-93.653,"DES MOINES INTL, IA, USA",39.8,29.2,des moines,u.s.
olinda+brazil,370332.0,,,,,,,,
oviedo+spain,370094.0,080150,43.350,-5.867,"OVIEDO, SPAIN",35.2,26.4,oviedo,spain
vinnitsa+ukraine,370017.0,,,,,,,,
san miguelito+panama,370009.0,,,,,,,,
oyo+nigeria,369894.0,,,,,,,,
reading/wokingham+united kingdom,369804.0,,,,,,,,
carapicuíba+brazil,369584.0,,,,,,,,
hejin+china,368572.0,,,,,,,,
manizales+colombia,368433.0,,,,,,,,
al-rayyan+qatar,368174.0,,,,,,,,
campina grande+brazil,367209.0,,,,,,,,
kollam+india,367107.0,,,,,,,,
ciudad victoria+mexico,367051.0,,,,,,,,
benoni+south africa,366343.0,,,,,,,,
tehuacán+mexico,366253.0,,,,,,,,
córdoba+mexico,366119.0,,,,,,,,
nansana+uganda,365857.0,,,,,,,,
phra nakhon si ayutthaya+thailand,365736.0,,,,,,,,
bilaspur+india,365579.0,,,,,,,,
bochum+germany,365529.0,,,,,,,,
malabon+philippines,365525.0,,,,,,,,
teesside+united kingdom,365323.0,,,,,,,,
korba+india,365253.0,,,,,,,,
roi et+thailand,365113.0,484050,16.070,103.646,"ROI ET, THAILAND",40.7,30.4,roi et,thailand
flint+u.s.,365096.0,,,,,,,,
wakayama+japan,364154.0,477770,34.233,135.167,"WAKAYAMA, JAPAN",37.7,28.3,wakayama,japan
port moresby+papua new guinea,364125.0,,,,,,,,
sulamaniya+iraq,364096.0,,,,,,,,
guelma+algeria,363716.0,,,,,,,,
chaozhou+china,363582.0,,,,,,,,
warri+nigeria,363382.0,,,,,,,,
santo domingo west+dominican republic,363321.0,,,,,,,,
beirut+lebanon,363033.0,,,,,,,,
mandaue+philippines,362654.0,,,,,,,,
tongling+china,362477.0,,,,,,,,
the potteries+united kingdom,362403.0,,,,,,,,
bouake+cote d'ivoire,362192.0,,,,,,,,
nizhny tagil+russian federation,362185.0,282400,57.883,60.067,"NIZHNY TAGIL, RUSSIAN FEDERATION",34.1,24.3,nizhny tagil,russian federation
aurora+u.s.,361710.0,744655,41.770,-88.481,"AURORA MUNICIPAL, IL, USA",38.5,28.3,aurora,u.s.
viña del mar+chile,361371.0,,,,,,,,
little rock+u.s.,360331.0,723405,34.917,-92.150,"LITTLE ROCK AFB, AR, USA",43.4,30.9,little rock,u.s.
nara+japan,360310.0,477800,34.700,135.833,"NARA, JAPAN",37.8,28.0,nara,japan
bhilwara+india,359483.0,,,,,,,,
novi sad+serbia,358572.0,,,,,,,,
dongfang+china,358318.0,598380,19.100,108.617,"DONGFANG, CHINA",37.5,30.0,dongfang,china
baruta+venezuela,358221.0,,,,,,,,
phuket+thailand,358159.0,485640,7.883,98.400,"PHUKET, THAILAND",37.0,30.0,phuket,thailand
cumaná+venezuela,358138.0,,,,,,,,
granada+spain,357747.0,084190,37.189,-3.777,"GRANADA, SPAIN",42.6,28.6,granada,spain
yining+china,357519.0,,,,,,,,
moji das cruzes+brazil,357313.0,,,,,,,,
arkhangelsk+russian federation,357264.0,,,,,,,,
chitungwiza+zimbabwe,356840.0,,,,,,,,
simferopol+ukraine,356771.0,339460,45.052,33.975,"SIMFEROPOL INTL, UKRAINE",39.1,25.6,simferopol,ukraine
ciudad obregón+mexico,356749.1771,,,,,,,,
piracicaba+brazil,356743.0,,,,,,,,
brahmapur+india,356598.0,,,,,,,,
belgorod+russian federation,356402.0,,,,,,,,
xico+mexico,356352.0,,,,,,,,
ghardaïa+algeria,355701.0,,,,,,,,
wuzhong+china,355442.0,,,,,,,,
uijeongbu+south korea,355380.0,,,,,,,,
windsor+canada,354917.0,715380,42.280,-82.960,"WINDSOR, ON, CANADA",37.9,28.5,windsor,canada
tieli+china,354601.0,,,,,,,,
muzaffarpur+india,354462.0,,,,,,,,
meizhou+china,354302.0,591170,24.283,116.067,"MEIZHOU, CHINA",39.1,28.9,meizhou,china
chimbote+peru,354273.0,,,,,,,,
jundiaí+brazil,354204.0,,,,,,,,
wuppertal+germany,353590.0,,,,,,,,
tours+france,353042.0,,,,,,,,
abeokuta+nigeria,352735.0,,,,,,,,
pavlodar+kazakhstan,352693.0,360030,52.195,77.074,"PAVLODAR, KAZAKHSTAN",40.1,24.1,pavlodar,kazakhstan
ciudad general escobedo+mexico,352444.0,,,,,,,,
huaying+china,352257.0,,,,,,,,
takatsuki+japan,351829.0,,,,,,,,
zixing+china,351581.0,,,,,,,,
taraz+kazakhstan,351353.0,383410,42.850,71.300,"TARAZ, KAZAKHSTAN",41.9,23.3,taraz,kazakhstan
bydgoszcz+poland,351273.0,,,,,,,,
anaheim+u.s.,351043.0,,,,,,,,
ahmadnagar+india,350859.0,,,,,,,,
kawagoe+japan,350745.0,,,,,,,,
gorgan+iran,350676.0,,,,,,,,
maringá+brazil,350653.0,,,,,,,,
bloemfontein+south africa,350504.0,684420,-29.093,26.302,"BLOEMFONTEIN INTL, SOUTH AFRICA",38.6,24.8,bloemfontein,south africa
onitsha+nigeria,350280.0,,,,,,,,
iwaki+japan,350237.0,,,,,,,,
mathura+india,349909.0,,,,,,,,
bradford+united kingdom,349561.0,,,,,,,,
vladimir+russian federation,349525.0,275320,56.117,40.350,"VLADIMIR, RUSSIAN FEDERATION",36.3,27.4,vladimir,russian federation
fife+united kingdom,349429.0,,,,,,,,
blantyre city+malawi,349427.0,,,,,,,,
valledupar+colombia,348990.0,,,,,,,,
lishui+china,348241.0,586460,28.450,119.917,"LISHUI, CHINA",41.4,29.6,lishui,china
brest+belarus,347576.0,330080,52.108,23.898,"BREST, BELARUS",36.0,24.9,brest,belarus
san josé+costa rica,347398.0,,,,,,,,
kovrov+russian federation,346922.0,,,,,,,,
san salvador de jujuy-palpalá+argentina,346920.1516,,,,,,,,
huaihua+china,346522.0,,,,,,,,
jiuquan+china,346258.0,,,,,,,,
avadi+india,345996.0,,,,,,,,
baguio+philippines,345366.0,983280,16.375,120.620,"BAGUIO, PHILIPPINES",35.4,29.9,baguio,philippines
kadapa+india,344893.0,,,,,,,,
kathlehong+south africa,344803.0,,,,,,,,
kaluga+russian federation,344766.0,277030,54.550,36.367,"KALUGA, RUSSIAN FEDERATION",34.0,24.5,kaluga,russian federation
montes claros+brazil,344427.0,,,,,,,,
kempton park+south africa,344426.0,,,,,,,,
avellaneda+argentina,344024.0,,,,,,,,
tipaza+algeria,343838.0,,,,,,,,
markham+canada,343698.0,,,,,,,,
chattanooga+u.s.,343509.0,723240,35.031,-85.201,"CHATTANOOGA AP, TN, USA",40.1,27.6,chattanooga,u.s.
ampang+malaysia,342676.0,,,,,,,,
iligan+philippines,342618.0,,,,,,,,
sumgayit+azerbaijan,342166.0,,,,,,,,
gumi+south korea,341550.0,,,,,,,,
århus+denmark,341497.0,,,,,,,,
lublin+poland,341493.0,,,,,,,,
otsu+japan,340973.0,,,,,,,,
kashi+china,340640.0,517090,39.543,76.020,"KASHI, CHINA",39.2,24.7,kashi,china
baise+china,340483.0,592110,23.900,106.600,"BAISE, CHINA",40.7,30.4,baise,china
plovdiv+bulgaria,340398.0,156250,42.068,24.851,"PLOVDIV, BULGARIA",42.9,26.5,plovdiv,bulgaria
tokorozawa+japan,340386.0,,,,,,,,
jinju+south korea,339791.0,471920,35.167,128.033,"JINJU, KOREA, REPUBLIC OF",38.0,28.5,jinju,south korea
nakhon pathom+thailand,339736.0,,,,,,,,
umlazi+south africa,339715.0,,,,,,,,
lengshuijiang+china,339701.0,,,,,,,,
asahikawa+japan,339605.0,474070,43.750,142.367,"ASAHIKAWA, JAPAN",35.0,26.8,asahikawa,japan
ambato+ecuador,338728.0,,,,,,,,
wudalianchi+china,338689.0,,,,,,,,
bauru+brazil,338186.0,837220,-22.345,-49.054,"BAURU, BRAZIL",38.7,29.4,bauru,brazil
mestghanem+algeria,338143.0,,,,,,,,
zhumadian+china,338036.0,572900,32.933,113.917,"ZHUMADIAN, CHINA",40.2,30.5,zhumadian,china
al-jubayl+saudi arabia,337778.0,,,,,,,,
cariacica+brazil,337643.0,,,,,,,,
semipalatinsk+kazakhstan,337633.0,,,,,,,,
oxnard+u.s.,337591.0,723927,34.201,-119.207,"OXNARD AP, CA, USA",38.7,21.9,oxnard,u.s.
koshigaya+japan,337498.0,,,,,,,,
luxi+china,337406.0,568860,24.533,103.767,"LUXI, CHINA",32.8,22.5,luxi,china
ziguinchor+senegal,337295.0,616950,12.556,-16.282,"ZIGUINCHOR, SENEGAL",43.0,33.3,ziguinchor,senegal
chilpacingo de los bravo+mexico,337254.0,,,,,,,,
kochi+japan,337190.0,478930,33.567,133.550,"KOCHI, JAPAN",37.2,28.9,kochi,japan
sanming+china,337105.0,,,,,,,,
butuan+philippines,337063.0,987520,8.950,125.483,"BUTUAN, PHILIPPINES",37.7,30.0,butuan,philippines
gatineau+canada,336670.0,,,,,,,,
coventry/bedworth+united kingdom,336452.0,,,,,,,,
maebashi+japan,336154.0,476240,36.400,139.067,"MAEBASHI, JAPAN",39.3,27.8,maebashi,japan
augusta+u.s.,335630.0,722180,33.364,-81.963,"AUGUSTA REGIONAL, GA, USA",41.5,29.0,augusta,u.s.
sukkur+pakistan,335551.0,,,,,,,,
koriyama+japan,335444.0,,,,,,,,
baishan+china,335400.0,,,,,,,,
spokane+u.s.,334858.0,727850,47.622,-117.528,"SPOKANE INTL, WA, USA",39.7,22.6,spokane,u.s.
yongan+china,334852.0,,,,,,,,
san bernardo+chile,334836.0,,,,,,,,
ya'an+china,334475.0,562870,29.983,103.000,"YA'AN, CHINA",36.5,28.9,ya'an,china
ciudad de villa de alvárez+mexico,334240.0,,,,,,,,
colimas+mexico,334240.0,,,,,,,,
santa ana+u.s.,334217.0,,,,,,,,
gwangmyeong+south korea,334089.0,,,,,,,,
sinuiju+north korea,334031.0,470350,40.100,124.383,"SINUIJU, KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",36.6,30.5,sinuiju,north korea
kurgan+russian federation,333606.0,286610,55.467,65.400,"KURGAN, RUSSIAN FEDERATION",37.3,25.2,kurgan,russian federation
ciudad del este+paraguay,333535.0,,,,,,,,
ganja+azerbaijan,333324.0,,,,,,,,
rufisque+senegal,333032.0,,,,,,,,
basilan+philippines,332828.0,,,,,,,,
bielefeld+germany,332552.0,,,,,,,,
gimhae+south korea,331979.0,,,,,,,,
sao vicente+brazil,331817.0,,,,,,,,
ambon+indonesia,331254.0,,,,,,,,
santo domingo de los colorados+ecuador,331126.0,,,,,,,,
rennes+france,330871.0,,,,,,,,
maseru+lesotho,330760.0,,,,,,,,
las condes+chile,330759.0,,,,,,,,
saskatoon+canada,330674.0,,,,,,,,
kamarhati+india,330211.0,,,,,,,,
eindhoven+netherlands,330152.0,063700,51.450,5.375,"EINDHOVEN, NETHERLANDS",36.7,24.8,eindhoven,netherlands
chita+russian federation,329868.0,,,,,,,,
cape coral+u.s.,329757.0,,,,,,,,
shahjahanpur+india,329736.0,,,,,,,,
santa cruz de tenerife+spain,329651.0,600200,28.450,-16.250,"SANTA CRUZ DE TENERIFE, SPAIN",37.6,26.4,santa cruz de tenerife,spain
sokoto+nigeria,329639.0,,,,,,,,
madison+u.s.,329533.0,,,,,,,,
anápolis+brazil,328755.0,,,,,,,,
wonsan+north korea,328467.0,470550,39.183,127.433,"WONSAN, KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",36.9,29.2,wonsan,north korea
vitória+brazil,327801.0,,,,,,,,
cardiff+united kingdom,327706.0,037150,51.397,-3.343,"CARDIFF, UNITED KINGDOM",31.6,21.8,cardiff,united kingdom
shangrao+china,327703.0,,,,,,,,
pucallpa+peru,327568.0,845150,-8.378,-74.574,"PUCALLPA INTL, PERU",39.0,30.3,pucallpa,peru
volzhsky+russian federation,327460.0,,,,,,,,
vladikavkaz+russian federation,327448.0,372280,43.033,44.683,"VLADIKAVKAZ, RUSSIAN FEDERATION",38.4,26.5,vladikavkaz,russian federation
bijapur+india,327427.0,,,,,,,,
smolensk+russian federation,326861.0,267810,54.750,32.067,"SMOLENSK, RUSSIAN FEDERATION",34.8,24.3,smolensk,russian federation
saransk+russian federation,326473.0,,,,,,,,
barcelona+venezuela,326460.0,,,,,,,,
toamasina+madagascar,326286.0,670950,-18.110,49.393,"TOAMASINA, MADAGASCAR",38.6,29.9,toamasina,madagascar
coventry+united kingdom,325949.0,,,,,,,,
ust-kamenogorsk+kazakhstan,325803.0,,,,,,,,
vaughan+canada,325678.0,,,,,,,,
bonn+germany,325490.0,,,,,,,,
rampur+india,325313.0,,,,,,,,
kherson+ukraine,324888.0,339020,46.633,32.567,"KHERSON, UKRAINE",40.8,26.0,kherson,ukraine
buenaventura+colombia,324207.0,,,,,,,,
sandakan+malaysia,324195.0,964910,5.901,118.059,"SANDAKAN, MALAYSIA",38.9,31.6,sandakan,malaysia
canoas+brazil,323827.0,,,,,,,,
zhoukou+china,323738.0,,,,,,,,
iksan+south korea,323687.0,,,,,,,,
zinder+niger,322935.0,610900,13.779,8.984,"ZINDER, NIGER",45.9,30.2,zinder,niger
shimoga+india,322650.0,,,,,,,,
alwar+india,322568.0,,,,,,,,
ixtapaluca+mexico,322271.0,,,,,,,,
bari+italy,322116.0,,,,,,,,
itaquaquecetuba+brazil,321770.0,,,,,,,,
north lanarkshire+united kingdom,321067.0,,,,,,,,
chandrapur+india,320379.0,,,,,,,,
raurkela town+india,320040.0,,,,,,,,
birkenhead+united kingdom,319675.0,,,,,,,,
junagadh+india,319462.0,,,,,,,,
naha+japan,319435.0,479360,26.200,127.683,"NAHA, JAPAN",35.7,28.7,naha,japan
